APPLICATIONFEE,APPROVALREQUIRED,AREA,BATHSFULL,BATHSHALF,BEDS,CITY,CLOSEDDATE,COMPACTOR,COMPBONUS,CONNECTIONS,COOLSYSTEM,COOPSALE,COUNTERTOPS,COUNTRY,COUNTY,DAYSONMARKET,DAYSONMARKETCUMULATIVE,DAYSTOCLOSING,DEPOSITPET,DEPOSITSECURITY,GARAGECAP,GPEXT_GEOCODEDATE,GPEXT_LATITUDE,GPEXT_LONGITUDE,LEASEPRICE,LEGALSUBDIVISION,LISTDATE,LISTPRICE,LOTSIZE,LOTSIZESRC,PETS,PHOTOCOUNT,PHOTODATE,REALREMARKS,RECFACILITYFEE,REMARKS,REMOVALOPTDATE,RENTALTERMS,RENTALTYPE,SQFTBLDG,SQFTSOURCE,STORIES,STREETDIR,STREETNAME,STREETNUM,STREETNUMDISPLAY,SUBDIVISION,YEARBUILT,ZIP4,ZIPCODE
50,Y,30,2,0,2,Richmond,9/1/14 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,9,9,11,Y,875,1,8/12/14 21:56,29.57365417,-95.78178406,875,RIVERWOOD VILLAGE,8/12/14 0:00,875,7061,APPDS,CSBAS,7,8/12/14 21:56,"Property will be kept on the market until deposit is paid. Bring application fee and application TOGETHER to 110 Avenue B, Suite 100, Stafford,TX. Application fee money order written to Red Door Housing; Deposit money order written to Riviera Realty. PLEASE SEE ATTACHED DOCUMENT FOR APPLICATION INSTRUCTIONS. No incomplete applications will be processed. Do no drop off or mail application fees without an application form.",NULL,Recently updated and ready to lease  today!!,NULL,1YEAR,NULL,1153,APDIS,NULL,NULL,Quebec Blv,5118,5118,Riverwood Village Sec 1,1984,2628,77469
20,Y,30,2,0,3,Sugar Land,9/1/14 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,1,1,10,Y,1499,2,8/21/14 0:47,29.56762123,-95.69503784,1595,RIVERPARK,8/21/14 0:00,1595,8215,APPDS,CSBAS,9,8/21/14 0:47,"Multiple applications received, no longer accepting applications. Thanks! Owner is related to listing agent. Good credit required. Application fee is $20 per tenants 18 and over. Deposit equal to one month due upon contract execution. Pets case by case. Thanks for showing!",NULL,"Charming Traditional one story home in Riverpark Subdivision. No carpet - this home features tile and laminate. Open floor plan with high ceilings. Formal Living and Dining rooms. Island Kitchen opens to the Family Room with fireplace. Master bedroom offers a spacious room plus luxurious bath with shower, tub, and large walk in closet. Second and third bedrooms share a hall bath. Large Utility room. Two car detached garage and deep driveway. Landscaping included in rent!",NULL,1YEAR,FREES,2128,APDIS,1,NULL,Misty Park Ln,5011,5011,Riverpark,2002,NULL,77479
35,Y,30,2,1,4,FULSHEAR,8/31/14 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",N,GRANITE,183,FORTBEND,38,38,5,Y,3300,2,7/16/14 11:55,29.64511871,-95.93377686,3000,RIVERWOOD FOREST WESTON LAKES,7/19/14 0:00,3000,47960,APPDS,CSBAS,28,7/19/14 0:18,Available 9/1/14 or possibly sooner*Photos are from original listing*CURRENT TENANT IN PROCESS OF VACATING*SHOWINGS TO BE ACCOMPANIED UNTIL HOME IS VACANT*SORRY**Access to the Weston Lakes Country Club social membership privileges is negotiable*BUILT IN 2009 ON 1.1 WOODED ACRES*3078 SQFT 1-STORY*Riverwood Forest Section of Weston Lakes*Country Club/Golf Course Community*,NULL,BUILT IN 2009 ON 1.1 WOODED ACRES*3078 SQFT 1-STORY*SPLIT PLAN*Casual Elegance/Custom Quality on Heavily Wooded Lot*Nestled in the Trees*Picturesque Setting w/Texas Hill Country Charm*Open Concept*High Ceilings*Gorgeous Wood/Tile Floors*Study can be Formal Dining/Living*Master Suite/Bath w/Fabulous Closet*Classy Stone Touches on Fireplace/Breakfast Bar*Wonderful Island Kitchen*Bosch Appliances*Wine Rack*Great Covered Patio*Huge Backyard*Plenty of Room to Roam*,NULL,1YEAR,FREES,3078,APDIS,1,NULL,WOODBINE DR,3414,3414,WESTON LAKES,2009,4082,77441
45,Y,30,2,0,4,Richmond,8/31/14 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,granite look vinyl,183,FORTBEND,22,22,9,Y,1495,2,7/31/14 0:16,29.53978348,-95.71260071,1375,BRAZOS VILLAGE,7/31/14 0:00,1495,5400,APPDS,CSBAS,17,8/1/14 1:41,"Text public id, appt date/time; instrux will be texted back; 1 mo. rentsecurity deposit + 1st mo. rent + dated credit report + app fee $45 mandatory; pets ok w/50% nonrefundable pet deposit; good credit & work history only; 12 mo. or more lease; never leased before",NULL,"4br (or 3br + study) 1 story open plan ideal for all; wood-look laminate & tile in all living/dining areas & kitchen & baths; 2 in. blinds on all double paned windows; spacious private master bedroom w/raised ceiling, upgraded ceiling fan; master bath with separate shower & garden tub, his & hers sinks, huge closet; secondary bedrooms split from master; 4 fans total; big utility rm joins garage to kitchen; 5 min. from Brazos Town Sq & 59; good LISD schools; pets ok; hurry, before it's gone!",NULL,1YEAR,FREES,1715,APDIS,NULL,NULL,Rose Rock Canyon Dr,5755,5755,Brazos Village Sec 2,2004,6195,77469
50,Y,30,2,1,4,Sugar Land,8/30/14 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",Y,laminate,183,FORTBEND,53,53,NULL,Y,2050,2,7/8/14 1:15,29.54250717,-95.68241882,1950,GREATWOOD CROSSING,7/8/14 0:00,1950,6782,APPDS,CSBAS,28,8/12/14 5:39,"Go & Show, No Appointment Necessary, Vacant on a Supra. Thanks for showing!",NULL,"Pristine, neutral, and ready for move-in! Beautiful 2-story well maintained home located on a cul-de-sac lot in Greatwood Crossing with no back neighbors. Beautiful landscape, raised ceiling, updated light fixtures, new laminate floor in family and dining rooms, light and bright kitchen and breakfast, and plenty of natural light. Master down with updated bath. Fridge included. No back neighbors. Your search is over. Call your agent now!",NULL,1YEAR,FREES,2444,APDIS,NULL,NULL,Broken Oak Ln,7630,7630,Greatwood Crossing Sec 3,1998,6463,77479
0,Y,30,4,0,4,SUGAR LAND,8/30/14 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",Y,GRANTE,183,FORTBEND,46,46,NULL,NULL,2200,2,7/15/14 14:58,29.55395126,-95.69139099,2100,GREATWOOD VILLAGE,7/15/14 0:00,2100,0,APPDS,NOALL,18,7/18/14 1:10,"Good Credit only,Score over 650, 1 mo. deposit plus 1st mo. rent, no smoker, no pet , $75 repair deduction, no appication fee but tenant have to provide recently credit report to listing agent.no short term lease",OWNER,"A PRETTY, LOVELY 4 BEDS, 4 FULL BATHS HOUSE/ IN MINT CONDITION WITH STUDY DOWN AND GAMEROOM UPSTAIRE/KITCHEN WITH GRANITE/BREAKFAST BAR & AREA/LARGE MASTER DOWN/SECONDARY BED OR STUDY WITH FULL BATH/ GORGEOUS LAMINATE WOOD FLOORING IN FAMILY ROOM/WALKING DISTANCE TO ELEM/ NEW INTERIOR PAINT.",NULL,1YEAR,FREES,2866,APDIS,2,NULL,HONEYSUCKLE LN,1427,1427,GREATWOOD VILLAGE,1991,6066,77479
40,Y,30,2,1,4,Richmond,8/30/14 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,31,31,0,Y,1700,2,7/30/14 14:31,29.54405975,-95.70851135,1700,CANYON GATE AT THE BRAZOS,7/30/14 0:00,1700,NULL,NULL,CSBAS,21,7/30/14 14:31,"Good rental history and credit required.Please send lease app for each person over 18 yrs, clear copy of DL, recent pay stubs. Application fee is $40 per person. Application will not be processed without the fee.",NULL,"This lovely Two story 4 bedroom 2 1/2 baths Plus gameroom in guard-gated community. Home offers a formal dining room and living room w/art niches and gorgeous windows. Kitchen has neutral backsplash, NEW tile floors, huge island & nice size breakfast area with built in desk. Cozy fireplace in den. Master bedroom with a huge walk-in closet. Enjoy master bath Jacuzzi Tub! Nice Size Split bedrooms. Open floor plan concept is perfect for entertaining! Washer, Dryer & Refrigerator included!",NULL,1YEAR,FREES,2877,APDIS,2,NULL,Thorpe Springs,323,323,Canyon Gate at the Brazos,2001,NULL,77469
45,Y,30,3,0,4,Richmond,8/30/14 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,Granite,183,FORTBEND,8,8,7,Y,2050,2,8/15/14 22:58,29.68452835,-95.80142975,2050,CANYON VILLAGE AT WESTHEIMER LAKES,8/15/14 0:00,2050,5890,APPDS,CSBAS,13,8/15/14 23:08,"Thanks For Showing. Please Send Application with copy of DL & SS card, 2 months pay stubs,$45.00(non refundable)application fee for the age of 18+. Listing agent pull credit report.",YESPD,"Beautiful Home Feature4Bds+3Full Baths  Formal dining room. Extended entry with 12-foot ceiling. Open family room flows into kitchen and morning area. Kitchen Granite Counter tops, island with built-in seating space. Master suite with wall of windows. Master bath includes garden tub, separate glass-enclosed shower, dual sinks and large walk-in closet.Covered backyard patio.16-SEER HVAC.Ready to move In!!",8/26/14 0:00,LONGT,FREES,2427,APDIS,1,NULL,Serenity Oaks,26135,26135,Canyon Village at Westheimer,2012,NULL,77406
50,Y,30,2,0,3,SUGAR LAND,8/29/14 0:00,N,NULL,"ELDRY,GASDR",CNELE,N,NULL,183,FORTBEND,59,59,NULL,Y,NULL,2,7/18/14 17:54,29.55873871,-95.68758392,1750,GREATWOOD GREEN,7/1/14 0:00,1750,NULL,NULL,CSBAS,32,7/18/14 17:59,"12-mo or longer lease; rent due 3rd,late fee $60+$12 day; pets case by case w/deposit;pet violation-$300+$10 day; tenant pays utilities; guests 14 days; 2 vehicles; trip chg.-$100; keybox last 30 days or 1 mo. rent; Inv&Cond-10 days; tenant takes care of yard; must carry renter's ins.,water yard to keep plant healty, change a/c filter each month; no subletting.READY & AVILABLE FOR IMMIDIATE USE",NULL,"EXCEPTIONAL WELL CARED HOME**NICE AND VERY CLEAN*DAVID WEEKLEY HOME W/FORMAL LIVING AND DINING,SPACIOUS FAMILY ROOM WITH FIREPLACE AND BUILT-INS CROWN MOLDING*H CEILING*CERAMIC TILE*ISLAND KICHEN*SPLIT PLAN*WOOD BLINDS*MIRRORED DINING ROOM*SPRINKLER SYSTEM*GOOD SIZE YARD WITH PATIO AND DECK*CUL-DE-SAC*EZY ACCESS TO HWY 59.THIS WONT LAST.",NULL,1YEAR,FREES,2140,APDIS,1,NULL,TEAL BROOK,1846,1846,GREATWOOD GREEN,1996,6367,77479
35,Y,30,3,1,4,Sugar Land,8/29/14 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,9,9,4,Y,2850,2,8/16/14 10:24,29.55290222,-95.65643311,2750,GREATWOOD HIGHLAND PARK,8/16/14 0:00,2850,8062,APPDS,CSBAS,29,NULL,"Lovely one-owner Perry Home in Greatwood. Very well-maintained 4 bed, 3.5 bath.  Corner lot on a cul-de-sac street. Dramatic 2-story entry, formal living & dining, tile and hardwood floor throughout living areas, 2-story den, granite countertops, spacious breakfast area, Jenn-Air appliances, large upstairs game room, built-in shelving, oversized garage, nice backyard perfect for a pool.",NULL,"Lovely one-owner Perry Home in Greatwood. Very well-maintained 4 bed, 3.5 bath.  Corner lot on a cul-de-sac street. Dramatic 2-story entry, formal living & dining, tile and hardwood floor throughout living areas, 2-story den, granite countertops, spacious breakfast area, Jenn-Air appliances, large upstairs game room, built-in shelving, oversized garage, nice backyard perfect for a pool.",8/29/14 0:00,1YEAR,FREES,3198,APDIS,NULL,NULL,Highland Green Dr,8118,8118,Greatwood Highland Park Sec,2003,3312,77479
45,Y,30,2,0,4,Sugar Land,8/27/14 0:00,NULL,NULL,"ELDRY,GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,84,84,1,Y,2000,2,6/3/14 21:04,29.54682732,-95.68083191,1850,GREATWOOD CROSSING,6/3/14 0:00,1900,NULL,NULL,CSBAS,18,6/9/14 17:34,Please call owner 832-512-4958 for appointment. The owner will open the door for showing. No refundable application fee $45 for one person and $75 for two.,NULL,"Hard wood floor in living and family room. Huge island kitchen open to the family room. Large master bedroom. 4th bedroom could be study room. Sprinkler system. New AC in 2013.Walking distance to elementary school, play ground, tennis court and swimming pool.",NULL,LONGT,FREES,2361,APDIS,NULL,NULL,Wood Haven Ct,1215,1215,Greatwood Crossing Sec 1,1995,6292,77479
50,Y,30,2,0,3,Katy,8/27/14 0:00,NULL,NULL,WASHR,CNELE,N,Granite,183,FORTBEND,58,58,NULL,Y,1800,2,6/24/14 12:31,29.73322296,-95.80865479,1800,KING LAKES,6/30/14 0:00,1800,6077,APPDS,CSBAS,28,7/3/14 15:54,"Vacant, ready for immediate move in.(Text for showing instructions) 1 story, 3 bed, 2 bath house with high ceiling and big study room. Granite countertops, great school district and convenient location!! Come see it before it's gone.  Good rental history, good credit, 2 months paystubs and copy of ID required.",YESPD,"Vacant, ready for immediate move in.(Text for showing instructions) 1 story, 3 bed, 2 bath house with high ceiling and big study room. Granite countertops, great school district and convenient location!! Come see it before it's gone.  Good rental history, good credit, 2 months paystubs and copy of ID required.",NULL,1YEAR,FREES,2188,BUILD,NULL,NULL,Canton Crest,4214,4214,King Lakes,2013,NULL,77494
75,N,30,2,1,5,Sugar Land,8/27/14 0:00,Y,NULL,GASDR,CNGAS,N,FORMICA,183,FORTBEND,53,53,NULL,Y,8000,2,7/4/14 12:49,29.57028198,-95.69087982,1800,RIVERPARK,7/5/14 0:00,1775,8890,APPDS,YESAL,31,7/18/14 1:10,"2 STAIR CASES w/ 5 bedrooms>>> Flexible Any Credit Owner Finance Program, No Banks Involved, No Qualifying, Banks said NO, We say NO PROBLEM! Self-Employed Welcomed. >>> 20% Down Payment $45,000 negotiable, $1775/month all inclusive of principal, interest, taxes and insurance. Why Rent when You Can Buy in 7 days!",OWNER,"2 STAIR CASES w/ 5 bedrooms>>> Flexible Any Credit Owner Finance Program, No Banks Involved, No Qualifying, Banks said NO, We say NO PROBLEM! Self-Employed Welcomed. >>> 20% Down Payment $45,000 negotiable, $1775/month all inclusive of principal, interest, taxes and insurance. Why Rent when You Can Buy in 7 days!",NULL,LSEPR,FREES,3476,APDIS,NULL,NULL,Meadow Canyon Dr,5319,5319,Riverpark Sec 11,2004,8876,77479
50,Y,30,3,1,4,Sugar Land,8/27/14 0:00,N,NULL,"GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,39,75,NULL,Y,4599,3,7/19/14 16:53,29.53984642,-95.59633636,4599,RIVERSTONE,7/19/14 0:00,4599,NULL,NULL,NOALL,20,NULL,"Short term lease considered! Trendmaker Plan A874-T. Two story, 4 bedrooms, 3.5 baths; 3 car motor court garage & extended covered patio; huge game room & separate media room; kitchen has granite countertops, stainless steel appliances & opens to big family & breakfast rooms. Close to fabulous new Riverstone recreational center due to open Summer 2014.",NULL,"Trendmaker Plan A874-T. Two story, 4 bedrooms, 3.5 baths; 3 car motor court garage & extended covered patio; huge game room & separate media room; kitchen has granite countertops, stainless steel appliances & opens to big family & breakfast rooms. Close to fabulous new Riverstone recreational center due to open Summer 2014.",NULL,1YEAR,FREES,4600,BUILD,2,NULL,Sloan Falls CT,5327,5327,Riverstone,2014,NULL,77479
45,Y,30,2,1,3,Rosenberg,8/27/14 0:00,NULL,NULL,NULL,CNELE,N,Laminate,183,FORTBEND,33,33,0,Y,1350,2,7/25/14 9:12,29.54664421,-95.83156586,1350,SEABOURNE MEADOWS,7/25/14 0:00,1350,NULL,NULL,CSBAS,7,7/25/14 9:31,"PLEASE READ APPLICATION AND COMMISSON INSTRUCTIONS. Call CSS for access to property. 713-977-7469. The application cannot be processed until the entire application, proof of income, copy of ID's and application fee($45 for each adult) is received. Houston Office : 7700 San Felipe St, Suite 140, Houston 77063 RENTERS INSURANCE REQUIRED",NULL,Wonderful home with spacious yard and covered patio.  All bedrooms are up and first floor has an open living area with neutral colors. Kitchen with black appliances and eat in breakfast area.  Remodeled and pets on a case by case basis.,NULL,1YEAR,FREES,1448,APDIS,NULL,NULL,Seaborne Meadow,715,715,Seabourne Meadows,2011,NULL,77471
45,Y,30,2,1,3,Missouri City,8/26/14 0:00,NULL,NULL,NULL,CNELE,N,Granite,183,FORTBEND,47,47,1,Y,2100,2,7/8/14 23:08,29.58382797,-95.56747437,2000,WATERFORD PARK TOWNHOMES,7/9/14 0:00,2100,NULL,NULL,CSBAS,14,7/18/14 1:10,"Nonrefundable application fee $45. $75 for two person with same address.Fee must be in the form of cashier's check, money order or cash. A credit and background check will be performed. No smokers inside the house. Refrigerator. Garage door opener. Main gate open to public Monday through Saturday from 7:30am to 6pm, Sunday from 10am to 5pm. Please send the application to elainaliu99@gmail.com",NULL,"Gated community. Easy to access to major highways. The property has great looking wood floors throughout the entire house with spectacular views of the lake at the rear of the property. The master bedroom up /w 2 additional bedroom up. Granite kitchen countertop. JennAire stainless steel appliances. Tile floor in entry, kitchen and bath.",NULL,LONGT,TWNHO,2367,APDIS,NULL,NULL,Waterford Park St,2346,2346,Waterford Park Townhomes,2005,6953,77459
40,Y,30,2,1,3,Richmond,8/25/14 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,30,30,4,Y,1400,2,7/22/14 22:48,29.49952316,-95.77036285,1400,SUNRISE MEADOW,7/22/14 0:00,1400,4950,APPDS,CSBAS,13,7/24/14 14:43,"**ROOM DIMENSIONS ARE NOT CERTIFIED** All applications and questions to SREGleasing@gmail.com. Must have good rental, work and credit history. Must make 3-4X the rental amount. App fees are $40 per adult over 18 - married couple is $40 for both -NO PERSONAL CHECKS! Cash or Money order/Cashiers check payable to Sterling Real Estate Group. Send app with copies of SS Card, DL and Paycheck stubs. 1 Year Lease minimum. Pets case-by-case. RENTERS INSURANCE REQUIRED.",NULL,"Stunning two story, three bedroom home in Richmond for lease... Ready for move in when you are!! Lovely home features spacious rooms.... Schedule a showing with your agent before it's gone!!",NULL,1YEAR,FREES,1721,APDIS,NULL,NULL,Wheatstone Ct,4607,4607,Sunrise Meadow Sec 4,2009,5448,77469
45,Y,30,3,1,4,Richmond,8/25/14 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,GRANITE,183,FORTBEND,16,16,18,NULL,2000,2,7/23/14 15:09,29.56851578,-95.71512604,2000,RIVERPARK WEST,7/22/14 0:00,2000,NULL,APPDS,NOALL,24,7/23/14 15:38,"Application has been accepted, no showings at this time. Working on the lease terms. Thanks! PLEASE TURN OFF LIGHTS AND LOCK ALL DOORS. THANK YOU FOR SHOWING.",NULL,"FANTASTIC PERRY W/4-BDRMS/3.5 BATHS & GAMEROOM. WELL MAINTAINED & READY FOR MOVE-IN. WALLS OF WINDOWS IN LIVING AREA W/HIGH CEILINGS. KITCHEN FEATURES GRANITE COUNTERS, SS APPL, GAS COOKTOP & BOTTOM FREEZER REFRIGERATOR. WRAP-AROUND BRAKFAST BAR. NEUTRAL COLORS THRU-OUT TO MATCH ANY DECOR. HUGE MASTER SUITE WITH WINDOW SEAT & BIG CLOSET. 3 GREAT SIZE BEDROOMS & 2 FULL BATHS UPSTAIRS. ENERGY EFFICIENT W/DBL PANE WINDOWS. NICE BACK YARD W/COVERED PATIO + PATIO EXTENSION! EZ ACCESS TO 59 & 99.",NULL,LONGT,FREES,2610,APDIS,NULL,NULL,Rustic Canyon Ln,22003,22003,Riverpark West,2009,6295,77469
50,Y,30,1,0,2,Rosenberg,8/25/14 0:00,NULL,NULL,NULL,CNGAS,N,NULL,183,FORTBEND,30,30,NULL,Y,725,0,8/8/14 16:19,29.56252289,-95.81765747,725,RIVERSIDE TERRACE,7/26/14 0:00,725,4200,APPDS,CSBAS,6,7/28/14 13:46,"Property will be kept on the market until deposit is paid. Bring application fee and application TOGETHER to 110 Avenue B, Suite 100, Stafford,TX.  Money orders written to Red Door Housing. PLEASE SEE ATTACHED DOCUMENT FOR APPLICATION INSTRUCTIONS. No incomplete applications will be processed. Do no drop off or mail application fees without an application form.",NULL,Recently updated and ready to lease today!!,NULL,1YEAR,NULL,588,APDIS,NULL,NULL,Avenue E,1000,1000,Riverside Terrace Sec 1,1960,2326,77471
45,Y,30,2,0,3,Rosenberg,8/25/14 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,GRANITE,183,FORTBEND,12,12,6,NULL,1600,2,8/12/14 15:41,29.53948975,-95.7313385,1600,SUMMER LAKES,8/7/14 0:00,1600,NULL,NULL,NOALL,21,8/12/14 15:27,"Application has been accepted.  Agents, please no shoes on the carpet, turn off the lights and lock the doors. Thanks for showing!",NULL,"Fantastic never lived-in one story home built by Highland Homes ready to move-in. Granite counters and stainless steel appliances (gas cooktop) in the island kitchen. Refrigerator, washer and dryer included. Auto garage door opener. Fully fenced back yard with patio and sprinkler system. Easy access to hwy 59, 90 & 99.",NULL,LONGT,FREES,1601,BUILD,1,NULL,SUMMER LAKE PASS LANE,8202,8202,SUMMER LAKES,2014,NULL,77469
35,Y,30,1,0,3,Richmond,8/24/14 0:00,N,NULL,"GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,5,5,2,NULL,1050,1,8/17/14 20:59,29.54543114,-95.69202423,1100,TARA,8/17/14 0:00,1100,NULL,APPDS,NOALL,17,8/17/14 20:59,Supra at the front door.  No appointment needed. 3 most recent paystubs or proof of stable income. All occupants over 18 yrs must submit separate applications with copy of Driver License and $35 application fee in cash or money order.  Deposit and first month rent due within 48 hours of application acceptance in certified funds.,NULL,"Cute 3/1/1 brick home on a nice lot. Large living & dining area and master bedroom has a vanity with double sinks. Close to HWY59 and 99. New paint, high quality laminate and tile through out, no carpet. Must see.  Supra at front. Agent no appointment needed.",NULL,LONGT,FREES,1260,APDIS,1,NULL,STONEWALL DR,615,615,TARA,1982,5709,77469
